08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Gameburg Team,Sex is our Life,1,0,Kikis,Makler,Cinku,Czaru,Mokatte,Junie,NIXWATER,Sai,Itachi,Et,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Invictus Gaming,Team Dignitas,1,0,Wh1t3zZ,XiaoXiao,MikakoTabe,Chrls,illuSioN,Scarra,L0cust,Jatt,imaqtpie,Voyboy,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Invictus Gaming,Team RageFace,1,0,Wh1t3zZ,XiaoXiao,MikakoTabe,Chrls,illuSioN,Terroronyou,Kaution,mrunhappy,Lusc,Tempestra,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Team Dignitas,MeetYourMakers,1,0,Scarra,L0cust,Jatt,imaqtpie,Voyboy,Araneae,Babeta,Exterminare,xPeke,heiN,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,MeetYourMakers,Team RageFace,1,0,Araneae,Babeta,Exterminare,xPeke,heiN,Terroronyou,Kaution,mrunhappy,Lusc,Tempestra,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Invictus Gaming,MeetYourMakers,1,0,Wh1t3zZ,XiaoXiao,MikakoTabe,Chrls,illuSioN,Araneae,Babeta,Exterminare,xPeke,heiN,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Team Dignitas,Team RageFace,1,0,Scarra,L0cust,Jatt,imaqtpie,Voyboy,Terroronyou,Kaution,mrunhappy,Lusc,Tempestra,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Counter Logic Gaming,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Counter Logic Gaming,Team Redbyte,1,0,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,Reager,Kelo,Caneda,Barracoon,Asklar,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Team Redbyte,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Reager,Kelo,Caneda,Barracoon,Asklar,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Sequential Gaming,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Gin,Rusty,Estonian,Dale,Denian,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Counter Logic Gaming,Sequential Gaming,1,0,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,Gin,Rusty,Estonian,Dale,Denian,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Sequential Gaming,Team Redbyte,1,0,Gin,Rusty,Estonian,Dale,Denian,Reager,Kelo,Caneda,Barracoon,Asklar,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,NaJin e-mFire,Orange eSports,1,0,MakNooN,MOKUZA,sxspp,May,Rush,GoldeNz,MoNk3yz,wAhzLeNs,RedSuNz,ForeverXXF,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,NaJin e-mFire,Millenium,1,0,MakNooN,MOKUZA,sxspp,May,Rush,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,NaJin e-mFire,For the Win,1,0,MakNooN,MOKUZA,sxspp,May,Rush,MiSTakE,Stanley,NeXAbc,Lilballz,A8000,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,NaJin e-mFire,Jantelaget,1,0,MakNooN,MOKUZA,sxspp,May,Rush,Farfain,kestrel,Sommie,Maka,Rashaasii,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Millenium,Jantelaget,1,0,Linak,YellOwStaR,Tidus,kujaa,sOAZ,Farfain,kestrel,Sommie,Maka,Rashaasii,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,For the Win,Jantelaget,1,0,MiSTakE,Stanley,NeXAbc,Lilballz,A8000,Farfain,kestrel,Sommie,Maka,Rashaasii,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Millenium,For the Win,1,0,Linak,YellOwStaR,Tidus,kujaa,sOAZ,MiSTakE,Stanley,NeXAbc,Lilballz,A8000,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,For the Win,Orange eSports,1,0,MiSTakE,Stanley,NeXAbc,Lilballz,A8000,GoldeNz,MoNk3yz,wAhzLeNs,RedSuNz,ForeverXXF,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Jantelaget,Orange eSports,1,0,Farfain,kestrel,Sommie,Maka,Rashaasii,GoldeNz,MoNk3yz,wAhzLeNs,RedSuNz,ForeverXXF,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Orange eSports,Millenium,1,0,GoldeNz,MoNk3yz,wAhzLeNs,RedSuNz,ForeverXXF,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Team Dignitas,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Scarra,L0cust,Jatt,imaqtpie,Voyboy,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Team Dignitas,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Scarra,L0cust,Jatt,imaqtpie,Voyboy,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Team Dignitas,0,1,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Scarra,L0cust,Jatt,imaqtpie,Voyboy,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Flash eSports,Millenium,1,0,EquivocaL,ly4ly4ly4,Kailing,d4rkness,Malicious,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Flash eSports,Millenium,0,1,EquivocaL,ly4ly4ly4,Kailing,d4rkness,Malicious,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Flash eSports,Millenium,0,1,EquivocaL,ly4ly4ly4,Kailing,d4rkness,Malicious,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Counter Logic Gaming,Invictus Gaming,1,0,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,Wh1t3zZ,XiaoXiao,MikakoTabe,Chrls,illuSioN,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Counter Logic Gaming,Invictus Gaming,1,0,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,Wh1t3zZ,XiaoXiao,MikakoTabe,Chrls,illuSioN,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Gameburg Team,NaJin e-mFire,1,0,Kikis,Makler,Cinku,Czaru,Mokatte,MakNooN,MOKUZA,sxspp,May,Rush,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Gameburg Team,NaJin e-mFire,0,1,Kikis,Makler,Cinku,Czaru,Mokatte,MakNooN,MOKUZA,sxspp,May,Rush,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Gameburg Team,NaJin e-mFire,1,0,Kikis,Makler,Cinku,Czaru,Mokatte,MakNooN,MOKUZA,sxspp,May,Rush,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Millenium,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Millenium,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Linak,YellOwStaR,Tidus,kujaa,sOAZ,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Counter Logic Gaming,Gameburg Team,0,1,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,Kikis,Makler,Cinku,Czaru,Mokatte,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Counter Logic Gaming,Gameburg Team,0,1,HotshotGG,bigfatlp,Elementz,TheOddOne,Chaox,Kikis,Makler,Cinku,Czaru,Mokatte,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Gameburg Team,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Kikis,Makler,Cinku,Czaru,Mokatte,,,,,,,,,,
08/12/2011,11/12/2011,2011 World Cyber Games Grand Finals,Chicks Dig Elo,Gameburg Team,1,0,Xpecial,Reginald,Saintvicious,Dyrus,Chauster,Kikis,Makler,Cinku,Czaru,Mokatte,,,,,,,,,,
